gene_accession,type,class,mechanism,group,snp,gene_family,product_name,enhanced_class,enhanced_subclass
MEG_102|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_103|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_104|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_105|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Gentamicin
MEG_106|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Amikacin/Kanamycin/Tobramycin
MEG_107|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-I,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,Aminoglycoside,Amikacin/Kanamycin/Tobramycin
MEG_108|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-I,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,Aminoglycoside,Amikacin/Kanamycin/Tobramycin
MEG_109|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-I,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,Aminoglycoside,Amikacin/Kanamycin/Tobramycin
MEG_110|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-I,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,Aminoglycoside,Amikacin/Kanamycin/Tobramycin
MEG_111|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-I,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,Aminoglycoside,Amikacin/Kanamycin/Tobramycin
MEG_112|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-I,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,Aminoglycoside,Amikacin/Kanamycin/Tobramycin
MEG_113|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-I,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,Aminoglycoside,Amikacin/Kanamycin/Tobramycin
MEG_114|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-I,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,Aminoglycoside,Amikacin/Kanamycin/Tobramycin
MEG_115|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-I,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,Aminoglycoside,Amikacin/Kanamycin/Tobramycin
MEG_116|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-I,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,Aminoglycoside,Amikacin/Kanamycin/Tobramycin
MEG_117|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-I,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,Aminoglycoside,Amikacin/Kanamycin/Tobramycin
MEG_118|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-I,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,Aminoglycoside,Amikacin/Kanamycin/Tobramycin
MEG_119|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-I,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,Aminoglycoside,Amikacin/Kanamycin/Tobramycin
MEG_120|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-Ia,aminoglycoside 6'-N-acetyltransferase AAC(6')-Ia,Aminoglycoside,Aminoglycoside
MEG_121|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-Ia,aminoglycoside 6'-N-acetyltransferase AAC(6')-Ia,Aminoglycoside,Aminoglycoside
MEG_122|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aacA8,aminoglycoside 6'-N-acetyltransferase AacA8,Aminoglycoside,Aminoglycoside
MEG_123|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-30,aminoglycoside 6'-N-acetyltransferase AAC(6')-30,Aminoglycoside,Aminoglycoside
MEG_124|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_125|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Gentamicin
MEG_126|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-31,aminoglycoside N-acetyltransferase AAC(6')-31,Aminoglycoside,Aminoglycoside
MEG_127|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-31,aminoglycoside N-acetyltransferase AAC(6')-31,Aminoglycoside,Aminoglycoside
MEG_128|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-31,aminoglycoside N-acetyltransferase AAC(6')-31,Aminoglycoside,Aminoglycoside
MEG_129|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_130|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Gentamicin
MEG_131|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_132|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_133|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_134|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_135|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_136|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aacA43,AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA43,Aminoglycoside,Aminoglycoside
MEG_137|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-I,aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_138|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-I,aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_139|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-I,aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_140|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-I,aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_141|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-I,aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_142|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-I,aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_143|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-I,aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_144|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-I,aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_145|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-I,aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_146|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_147|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_148|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_149|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_150|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_151|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_152|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-I,aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_153|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_154|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_155|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_156|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_157|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_158|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_159|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_160|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_161|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_162|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_163|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_164|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_165|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_166|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_167|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_168|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_169|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_170|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-I,aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_171|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-I,aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_172|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-I,aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_173|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-I,aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_174|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-I,aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_175|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aacA43,AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA43,Aminoglycoside,Aminoglycoside
MEG_176|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-35,aminoglycoside 6'-N-acetyltransferase AAC(6')-35,Aminoglycoside,Kanamycin
MEG_177|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_178|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aacA34,aminoglycoside 6'-N-acetyltransferase AacA34,Aminoglycoside,Kanamycin/Tobramycin
MEG_179|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aacA34,aminoglycoside 6'-N-acetyltransferase AacA34,Aminoglycoside,Kanamycin/Tobramycin
MEG_180|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_181|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-29,aminoglycoside 6'-N-acetyltransferase AAC(6')-29,Aminoglycoside,Aminoglycoside
MEG_182|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aacA38,aminoglycoside 6'-N-acetyltransferase AacA38,Aminoglycoside,Aminoglycoside
MEG_183|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-Ian,aminoglycoside N-acetyltransferase AAC(6')-Ian,Aminoglycoside,Aminoglycoside
MEG_184|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aacA57-2,aminoglycoside N-acetyltransferase AAC(6')-Ian,Aminoglycoside,Amikacin/Kanamycin/Tobramycin
MEG_185|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6')-Ie/aph(2'')-If2,bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie2/aminoglycoside O-phosphotransferase APH(2'')-If2,Aminoglycoside,Amikacin/Gentamicin/Kanamycin/Tobramycin
MEG_186|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_187|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_188|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_189|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_190|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_191|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_192|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_193|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_194|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA56,Aminoglycoside,Amikacin/Kanamycin/Tobramycin
MEG_195|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
MEG_196|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,Unknown,Unknown,Unknown,Unknown
MEG_197|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,,aac(6'),aminoglycoside 6'-N-acetyltransferase,Aminoglycoside,Aminoglycoside
